subgraph id = 36
Nreal : 321
=================================
Partial list of 320 members:

1	32	2	
11	53	52	
18	53	52	
19	45	20	
39	45	41	
41	53	43	
41	54	43	
44	57	56	
44	60	56	
44	61	56	
45	53	52	
46	61	55	
46	63	55	
46	57	56	
46	60	56	
46	61	56	
47	57	56	
47	60	56	
47	61	56	
49	57	56	
49	60	56	
49	61	56	
50	60	56	
50	61	56	
50	60	57	
50	61	57	
50	61	58	
50	62	58	
51	61	58	
51	62	58	
52	61	58	
52	62	58	
52	61	59	
52	62	59	
52	63	59	
53	61	54	
53	61	58	
53	62	58	
53	61	59	
53	62	59	
53	63	59	
29	31	0	
30	31	0	
13	32	3	
13	32	4	
13	21	5	
13	22	5	
13	23	5	
13	24	5	
13	25	5	
13	26	5	
13	27	5	
13	28	5	
13	36	5	
13	37	5	
13	22	6	
13	23	6	
13	27	6	
13	32	6	
13	39	6	
21	28	1	
21	30	1	
21	31	1	
21	22	5	
21	23	5	
21	25	5	
21	26	5	
21	27	5	
21	28	5	
21	36	5	
21	37	5	
22	24	5	
22	25	5	
22	27	5	
22	28	5	
22	36	5	
22	37	5	
22	27	6	
22	32	6	
22	39	6	
23	24	5	
23	25	5	
23	26	5	
23	27	5	
23	36	5	
23	37	5	
23	27	6	
23	32	6	
23	39	6	
24	25	5	
24	26	5	
24	27	5	
24	28	5	
24	36	5	
24	37	5	
25	26	5	
25	27	5	
25	28	5	
25	36	5	
25	37	5	
26	27	5	
26	28	5	
26	36	5	
26	37	5	
27	28	5	
27	36	5	
27	32	6	
27	39	6	
28	30	1	
28	31	1	
28	36	5	
28	37	5	
30	31	1	
32	35	3	
32	35	4	
32	39	6	
36	37	5	
45	53	43	
45	54	43	
60	61	56	
60	61	57	
61	62	58	
61	62	59	
1	9	33	
1	10	33	
1	22	33	
1	23	33	
1	24	33	
1	25	33	
1	29	33	
2	9	33	
2	10	33	
2	21	33	
2	22	33	
2	23	33	
2	24	33	
2	25	33	
2	29	33	
2	30	33	
7	24	44	
7	29	44	
7	30	44	
7	38	44	
7	40	44	
7	42	44	
7	8	47	
7	15	47	
7	40	47	
7	8	48	
7	14	48	
7	15	48	
7	16	48	
8	15	47	
8	40	47	
8	44	47	
8	14	48	
8	15	48	
8	16	48	
9	10	33	
9	21	33	
9	22	33	
9	23	33	
9	24	33	
9	25	33	
9	29	33	
9	30	33	
9	10	50	
9	11	50	
9	16	50	
9	17	50	
9	18	50	
10	21	33	
10	22	33	
10	23	33	
10	24	33	
10	25	33	
10	29	33	
10	30	33	
10	11	50	
10	16	50	
10	17	50	
10	18	50	
11	16	50	
11	17	50	
11	18	50	
11	12	52	
11	13	52	
11	18	52	
11	19	52	
11	20	52	
11	45	52	
12	23	35	
12	25	35	
12	26	35	
12	27	35	
12	18	52	
12	19	52	
12	20	52	
12	45	52	
12	19	53	
12	20	53	
13	23	35	
13	25	35	
13	26	35	
13	27	35	
13	18	52	
13	19	52	
13	20	52	
13	45	52	
13	19	53	
13	20	53	
14	15	48	
14	16	48	
14	47	48	
15	40	47	
15	44	47	
15	16	48	
16	47	48	
16	17	50	
16	18	50	
17	18	50	
18	19	52	
18	20	52	
18	45	52	
19	45	52	
21	22	33	
21	23	33	
21	25	33	
21	29	33	
21	30	33	
21	22	34	
21	23	34	
21	27	34	
21	28	34	
21	29	34	
21	25	38	
21	22	60	
21	28	60	
21	30	60	
21	39	60	
22	24	33	
22	25	33	
22	29	33	
22	30	33	
22	24	34	
22	27	34	
22	28	34	
22	29	34	
22	24	60	
22	28	60	
22	30	60	
22	39	60	
23	24	33	
23	25	33	
23	29	33	
23	30	33	
23	24	34	
23	27	34	
23	29	34	
23	25	35	
23	26	35	
23	27	35	
24	25	33	
24	30	33	
24	27	34	
24	28	34	
24	30	44	
24	38	44	
24	40	44	
24	42	44	
24	28	60	
24	30	60	
24	39	60	
25	29	33	
25	30	33	
25	26	35	
25	27	35	
26	27	35	
27	28	34	
27	29	34	
28	29	34	
28	30	60	
28	39	60	
29	38	44	
29	42	44	
30	38	44	
30	42	44	
30	39	60	
37	39	61	
38	40	44	
38	42	44	
40	42	44	
42	56	63	
42	57	63	
42	58	63	
42	60	63	
42	61	63	
42	62	63	
44	46	56	
44	49	56	
44	50	56	
46	47	56	
46	49	56	
46	50	56	
47	49	56	
47	50	56	
49	50	56	
50	51	58	
50	52	58	
50	53	58	
51	52	58	
51	53	58	
51	57	58	
52	57	58	
53	57	58	
56	58	63	
58	60	63	
60	61	63	
60	62	63	
61	62	63	

